title,doi,year,journal,authors,url,bibtex
Automating SBOM Generation with Zero-Shot Semantic Similarity,10.1007/978-3-031-89994-2_6,2025,7th International Conference on Signal Processing and Information Communications,Devin Pereira; Christopher Molloy; ... Steven H. H. Ding,https://link.springer.com/chapter/10.1007/978-3-031-89994-2_6,"@InProceedings{10.1007/978-3-031-89994-2_6,
author=""Pereira, Devin
and Molloy, Christopher
and Acharya, Sudipta
and Ding, Steven H. H."",
editor=""Wang, Chua-Chin
and Sangalang, Ralph Gerard B."",
title=""Automating SBOM Generation with Zero-Shot Semantic Similarity"",
booktitle=""7th International Conference on Signal Processing and Information Communications"",
year=""2025"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""65--77"",
abstract=""It is becoming increasingly important in the software industry---especially with the growing complexity of software ecosystems and the emphasis on security and compliance---for manufacturers to inventory the software used on their systems. A Software Bill of Materials (SBOM) is a comprehensive inventory detailing a software application's components and dependencies. Current approaches rely on case-based reasoning to inconsistently identify the software components embedded in binary files. We propose a different route: an automated method for generating SBOMs to prevent disastrous supply chain attacks. Remaining on the topic of static code analysis, we interpret this problem as a semantic similarity task, wherein a transformer model can be trained to relate a product name to corresponding version strings. Our test results are compelling, demonstrating the model's strong performance in the zero-shot classification task, further demonstrating the potential for use in a real-world cybersecurity context."",
isbn=""978-3-031-89994-2""
}"
Enhancing Code Security Through Open-Source Large Language Models: A Comparative Study,10.1007/978-3-031-57537-2_15,2024,Foundations and Practice of Security,Norah Ridley; Enrico Branca; ... Natalia Stakhanova,https://link.springer.com/chapter/10.1007/978-3-031-57537-2_15,"@InProceedings{10.1007/978-3-031-57537-2_15,
author=""Ridley, Norah
and Branca, Enrico
and Kimber, Jadyn
and Stakhanova, Natalia"",
editor=""Mosbah, Mohamed
and S{\`e}des, Florence
and Tawbi, Nadia
and Ahmed, Toufik
and Boulahia-Cuppens, Nora
and Garcia-Alfaro, Joaquin"",
title=""Enhancing Code Security Through Open-Source Large Language Models: A Comparative Study"",
booktitle=""Foundations and Practice of Security"",
year=""2024"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""233--249"",
abstract=""Significant advances in the language processing field are providing new innovations, including the ability to analyze code for weaknesses. Typically, analyzing code security is performed by tools that use known vulnerable patterns, which may not adequately represent the intricacies of vulnerabilities in real-world projects. Such tools can fail to detect non-standard weaknesses in code samples, potentially leading to a loss of personal and financial information for end users of the code. Using language-based models to detect weaknesses that would have otherwise been missed by the currently available analysis tools is a promising new avenue of vulnerability detection. In this research, we employ 25 different models to evaluate the security of code samples. Using an existing dataset of insecure code, we prompt each model to detect weaknesses in the vulnerable code. Our findings indicate that most models are ill-equipped to deal with insecure code. Through our analysis, we identify strategies for improving weakness detection using language models."",
isbn=""978-3-031-57537-2""
}"
CCRisk: Automated Risk Detection on Heterogeneous Consortium Chains for Supply Chain Finance,10.1007/978-981-97-5760-2_13,2024,Service Science,Junxiong Lin; Ruijun Deng; ... Qiang Duan,https://link.springer.com/chapter/10.1007/978-981-97-5760-2_13,"@InProceedings{10.1007/978-981-97-5760-2_13,
author=""Lin, Junxiong
and Deng, Ruijun
and Gu, Mingyu
and Liu, Jing
and Lu, Zhihui
and Bao, Yubing
and Mao, Sheng
and Duan, Qiang"",
editor=""Wang, Jianping
and Xiao, Bin
and Liu, Xuanzhe"",
title=""CCRisk: Automated Risk Detection on Heterogeneous Consortium Chains for Supply Chain Finance"",
booktitle=""Service Science"",
year=""2024"",
publisher=""Springer Nature Singapore"",
address=""Singapore"",
pages=""188--202"",
abstract=""The consortium blockchain aims to provide a secure and trusted digital platform for data sharing among multiple organizations, in which, participants are typically groups with common interests and are allowed to manage the network, reach consensus, and share data. However, a prominent issue is the lack of evaluation metrics and assessment methods for consortium blockchains. Accurately measuring consortium blockchains' performance, security, and consistency is still challenging. This paper proposes an automated risk detection tool for heterogeneous consortium blockchains, namely CCRisk, which can be adapted to multiple consortium blockchain--based services such as Supply Chain Finance, enabling full-process automation of detection. It begins by constructing risk indicators for various heterogeneous consortium blockchain technologies. A chaos engineering-based risk indicator detection method and an abstract syntax tree--based smart contract risk detection method are proposed based on these indicators. We implement this tool to examine three widely adopted consortium blockchains---Hyperledger Fabric, Fisco-bcos, and Chainmaker. Experiment results demonstrate its ability to accurately detect risks in different consortium blockchain networks."",
isbn=""978-981-97-5760-2""
}"
Automated Binary Analysis: A Survey,10.1007/978-3-031-22677-9_21,2023,Algorithms and Architectures for Parallel Processing,Zian Liu; Chao Chen; ... Jun Zhang,https://link.springer.com/chapter/10.1007/978-3-031-22677-9_21,"@InProceedings{10.1007/978-3-031-22677-9_21,
author=""Liu, Zian
and Chen, Chao
and Ejaz, Ahmed
and Liu, Dongxi
and Zhang, Jun"",
editor=""Meng, Weizhi
and Lu, Rongxing
and Min, Geyong
and Vaidya, Jaideep"",
title=""Automated Binary Analysis: A Survey"",
booktitle=""Algorithms and Architectures for Parallel Processing"",
year=""2023"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""392--411"",
abstract=""Binary code analysis is a process of analyzing the software or operating system when source code is inaccessible. This scenario occurs when one needs to analyze malware, a compiled software, or a closed-sourced operating system such as Windows, IOS, etc. In these scenarios, the source codes are deliberately made inaccessible by the vendor or programmer for various reasons. Binary analysis contains a wide range of analysis aims, techniques and methodologies. We concluded the methodologies into two categories: data-driven analysis and software-engineering-based analysis. Each category has a similar process in their methodology. We also concluded their limitation and summaries the challenges and future work."",
isbn=""978-3-031-22677-9""
}"
Open Bilingual Benchmark and Leaderboard for Large Language Models in Cybersecurity,10.1007/978-981-95-3346-6_35,2026,Natural Language Processing and Chinese Computing,Wanlong Yu; Wei Wan; ... Gang Hu,https://link.springer.com/chapter/10.1007/978-981-95-3346-6_35,"@InProceedings{10.1007/978-981-95-3346-6_35,
author=""Yu, Wanlong
and Wan, Wei
and Wang, Zhenxu
and Li, Feng
and Wang, Kang
and Hu, Gang"",
editor=""Mao, Xian-Ling
and Ren, Zhaochun
and Yang, Muyun"",
title=""Open Bilingual Benchmark and Leaderboard for Large Language Models in Cybersecurity"",
booktitle=""Natural Language Processing and Chinese Computing"",
year=""2026"",
publisher=""Springer Nature Singapore"",
address=""Singapore"",
pages=""456--470"",
abstract=""As IT advances, cybersecurity is increasingly critical, especially in China and the U.S. While LLMs have excelled in many domains, their complexity and dynamism pose significant challenges in cybersecurity. Current benchmarks face issues like limited task types, poor language support, unclear difficulty levels, and lack of prompt quality evaluation, hindering effective assessment. To address these limitations, we propose SecBen, a more comprehensive cybersecurity benchmark and open leaderboard. It is the first dynamic, scalable cybersecurity benchmark supporting any data labels and associated metrics. Specifically, SecBen supports both Chinese and English, based on Bloom's taxonomy, covering three skill levels (CyberKUT, CyberNLP, CyberDSA), with a focus on the tasks like Q{\&}A, NER, and code understanding, encompassing nearly all NLP types from 12 datasets totaling 18K instances. We extensively evaluate 14 popular and advanced LLMs on SecBen, including 4 bilingual general LLMs, 8 Chinese-focused LLMs, and 2 cybersecurity domain LLM. The results reveal notable performance differences: the large-parameter, closed-source ERNIE-3.5-8K excels, while cybersecurity data fine-tuned LLMs like AutoAudit and SecGPT show only limited improvements, nearly all LLMs struggle with text reasoning tasks (https://github.com/LthreeC/SecBen)."",
isbn=""978-981-95-3346-6""
}"
Understanding vulnerabilities in software supply chains,10.1007/s10664-024-10581-2,2024,Empirical Software Engineering,Yijun Shen; Xiang Gao; ... Yu Guo,https://link.springer.com/article/10.1007/s10664-024-10581-2,"@Article{Shen2024,
author=""Shen, Yijun
and Gao, Xiang
and Sun, Hailong
and Guo, Yu"",
title=""Understanding vulnerabilities in software supply chains"",
journal=""Empirical Software Engineering"",
year=""2024"",
month=""Nov"",
day=""06"",
volume=""30"",
number=""1"",
pages=""20"",
abstract=""Due to the dependency relations among software, vulnerabilities in software supply chains (SSC) may cause more serious security threats than independent software systems. This poses new challenges for ensuring software security including the spread of risks and the increase in maintenance costs."",
issn=""1573-7616"",
doi=""10.1007/s10664-024-10581-2"",
url=""https://doi.org/10.1007/s10664-024-10581-2""
}"
Combined software and hardware fault injection vulnerability detection,10.1007/s11334-020-00364-5,2020,Innovations in Systems and Software Engineering,Thomas Given-Wilson; Nisrine Jafri; Axel Legay,https://link.springer.com/article/10.1007/s11334-020-00364-5,
CryptoLLM: Harnessing the Power of LLMs to Detect Cryptographic API Misuse,10.1007/978-3-031-70879-4_18,2024,Computer Security – ESORICS 2024,Heewon Baek; Minwook Lee; Hyoungshick Kim,https://link.springer.com/chapter/10.1007/978-3-031-70879-4_18,"@InProceedings{10.1007/978-3-031-70879-4_18,
author=""Baek, Heewon
and Lee, Minwook
and Kim, Hyoungshick"",
editor=""Garcia-Alfaro, Joaquin
and Kozik, Rafa{\l}
and Chora{\'{s}}, Micha{\l}
and Katsikas, Sokratis"",
title=""CryptoLLM: Harnessing the Power of LLMs to Detect Cryptographic API Misuse"",
booktitle=""Computer Security -- ESORICS 2024"",
year=""2024"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""353--373"",
abstract=""We propose CryptoLLM, a novel static analysis tool leveraging large language models (LLMs) to detect cryptographic API misuse vulnerabilities. Integrating optimized code slicing with fine-tuned LLMs, CryptoLLM achieves superior detection capabilities. After evaluating four models, we recommend CodeT5. CryptoLLM outperforms existing rule-based tools such as CryptoGuard, CogniCrypt, and SpotBugs on the CryptoAPI-Bench dataset (F1 score: 0.935). For unseen real-world Android apps, with a 20-minute analysis limit, CryptoLLM achieved the highest F1 score of 0.898, analyzing all apps without errors, while other tools failed to analyze a significant proportion, with CryptoGuard's highest F1 score at 0.645. Although CryptoLLM 's performance initially dropped to 0.749 F1 score on mutated code, retraining with augmented data improved it to 0.988, demonstrating adaptability across diverse datasets."",
isbn=""978-3-031-70879-4""
}"
Software Security by Design,10.1134/S036176882570029X,2025,Programming and Computer Software,V. V. Kuliamin; A. K. Petrenko; E. A. Rudina,https://link.springer.com/article/10.1134/S036176882570029X,"@Article{Kuliamin2025,
author=""Kuliamin, V. V.
and Petrenko, A. K.
and Rudina, E. A."",
title=""Software Security by Design"",
journal=""Programming and Computer Software"",
year=""2025"",
month=""Dec"",
day=""01"",
volume=""51"",
number=""6"",
pages=""429--434"",
abstract=""Secure by Design is an important approach to ensure software security and reliability. It has already been developing for more than 50 years, but its principles and techniques are still not well known among the wide community of software developers. To make this approach more popular, we need to redefine its goals and problems, classify and explain its techniques, as well as outline trends for its future development. This paper reformulates the main Secure by Design principles, provides some examples of secure design patterns and anti-patterns, and explores relationships between this approach and software architecture analysis methods, hardening techniques, and secure programming languages."",
issn=""1608-3261"",
doi=""10.1134/S036176882570029X"",
url=""https://doi.org/10.1134/S036176882570029X""
}"
WebShell detection based on deep residual network,10.1007/s10664-025-10723-0,2025,Empirical Software Engineering,Fucai Yu; Xusheng Li; ... Xuemeng Zhai,https://link.springer.com/article/10.1007/s10664-025-10723-0,"@Article{Yu2025,
author=""Yu, Fucai
and Li, Xusheng
and Chang, Ziqiang
and Fei, Gaolei
and Ding, Yong
and Zhu, Tianqing
and Zhai, Xuemeng"",
title=""WebShell detection based on deep residual network"",
journal=""Empirical Software Engineering"",
year=""2025"",
month=""Oct"",
day=""29"",
volume=""31"",
number=""1"",
pages=""2"",
abstract=""Software security is a cornerstone of modern digital infrastructure, with static code analysis playing a pivotal role in identifying vulnerabilities and detecting malicious code. Among the many threats to software security, WebShell, a command execution environment written in scripting languages, stand out as one of the most commonly used attack tools by cyber attackers. Once a WebShell is deployed on a compromised web server, attackers can gain unauthorized control, execute malicious actions, and escalate their operations, posing severe risks to software systems. Detecting WebShells effectively remains a critical challenge in the field of software security. Traditional feature matching-based methods fail to identify new and obfuscated WebShell variants, while machine learning approaches are often hindered by complex feature engineering and limited adaptability to unknown threats. This paper introduces a novel WebShell detection method that transforms WebShell code files into grayscale images, reframing the detection task as an image classification problem. Leveraging a deep residual network enhanced with a hybrid attention mechanism and spatial pyramid pooling, the proposed method achieves high detection accuracy. Experimental results show its efficacy in identifying PHP, JSP and ASP WebShells, with a maximum accuracy of 98.53{\%} and a recall of 98.73{\%}."",
issn=""1573-7616"",
doi=""10.1007/s10664-025-10723-0"",
url=""https://doi.org/10.1007/s10664-025-10723-0""
}"
Determining an Economic Value of High Assurance for Commodity Software Security,10.1007/978-3-031-43033-6_23,2023,Security Protocols XXVIII,Virgil Gligor; Adrian Perrig; David Basin,https://link.springer.com/chapter/10.1007/978-3-031-43033-6_23,"@InProceedings{10.1007/978-3-031-43033-6_23,
author=""Gligor, Virgil
and Perrig, Adrian
and Basin, David"",
editor=""Stajano, Frank
and Maty{\'a}{\v{s}}, Vashek
and Christianson, Bruce
and Anderson, Jonathan"",
title=""Determining an Economic Value of High Assurance for Commodity Software Security"",
booktitle=""Security Protocols XXVIII"",
year=""2023"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""228--242"",
abstract=""Security measures that attempt to prevent breaches of commodity software have not used high assurance methods and tools. Instead, rational defenders have risked incurring losses caused by breaches because the cost of recovery from a breach multiplied by the probability of that breach was lower than the cost of prevention by high assurance, e.g., by formal methods. This practice may change soon since breach-recovery costs have increased substantially while formal methods costs have decreased dramatically over the past decade."",
isbn=""978-3-031-43033-6""
}"
IoT Software Security Test Attacks and Designs,10.1007/978-1-4842-8276-2_13,2022,IoT System Testing,Jon Duncan Hagar,https://link.springer.com/chapter/10.1007/978-1-4842-8276-2_13,"@Inbook{Hagar2022,
author=""Hagar, Jon Duncan"",
title=""IoT Software Security Test Attacks and Designs"",
bookTitle=""IoT System Testing: An IoT Journey from Devices to Analytics and the Edge"",
year=""2022"",
publisher=""Apress"",
address=""Berkeley, CA"",
pages=""187--207"",
abstract=""Security quality will be paramount to many IoT device users. Since IoT devices will be everywhere, smart and connected, they have become the target for malicious users (i.e., hackers). There is no single set of answers or attacks to ensure adequate security quality. This chapter details the techniques on how a team should assess IoT device resilience vs. security threats. The security techniques are defined as test attacks and designs that expand on the information found in Chapters 11and 12. The world of security testing is evolving rapidly, so the information presented in this chapter should only be viewed as a starting point. The amount of security testing needed on the project will be functional of the planning, risk factors, and legal requirement areas to consider including access protection, encryption features, hardware and software controls, and how security monitoring is done. This chapter starts with a warning and continues with security attack surfaces, planning, and vulnerabilities to get teams started. Next, the chapter considers the security kill chain, key activities, support tooling, and finally some historic security test books. Skilled engineering and critical thinking are strongly suggested and are desperately needed in the IoT area."",
isbn=""978-1-4842-8276-2"",
doi=""10.1007/978-1-4842-8276-2_13"",
url=""https://doi.org/10.1007/978-1-4842-8276-2_13""
}"
Detecting Defects in Multicomponent Software Using a Set of Universal Graph Representations of the Code,10.3103/S0146411624700901,2024,Automatic Control and Computer Sciences,G. S. Kubrin; D. P. Zegzhda,https://link.springer.com/article/10.3103/S0146411624700901,"@Article{Kubrin2024,
author=""Kubrin, G. S.
and Zegzhda, D. P."",
title=""Detecting Defects in Multicomponent Software Using a Set of Universal Graph Representations of the Code"",
journal=""Automatic Control and Computer Sciences"",
year=""2024"",
month=""Dec"",
day=""01"",
volume=""58"",
number=""8"",
pages=""1255--1262"",
abstract=""A comparison of the existing software analysis methods is presented with an assessment of the possibility of identifying defects contained in several components implemented in different programming languages. A set of three universal graph representations of code is proposed for implementing security analysis methods that take into account interactions between software components using different sets of programming languages. For the proposed universal code representations, a concept of a security analysis system and a prototype of the system implementation are developed, supporting cross-language analysis of the software components implemented in the programming languages PHP and C, as well languages using the .NET platform."",
issn=""1558-108X"",
doi=""10.3103/S0146411624700901"",
url=""https://doi.org/10.3103/S0146411624700901""
}"
Graph-Based Profiling of Dependency Vulnerability Remediation,10.1007/978-981-96-2417-1_8,2025,Science of Cyber Security,Fernando Vera Buschmann; Palina Pauliuchenka; ... David A. Bader,https://link.springer.com/chapter/10.1007/978-981-96-2417-1_8,"@InProceedings{10.1007/978-981-96-2417-1_8,
author=""Buschmann, Fernando Vera
and Pauliuchenka, Palina
and Oh, Ethan
and Kao, Bai Chien
and DiValentin, Louis
and Bader, David A."",
editor=""Zhao, Jun
and Meng, Weizhi"",
title=""Graph-Based Profiling of Dependency Vulnerability Remediation"",
booktitle=""Science of Cyber Security"",
year=""2025"",
publisher=""Springer Nature Singapore"",
address=""Singapore"",
pages=""138--157"",
abstract=""This research presents an enhanced Graph Attention Convolutional Neural Network (GAT) tailored for the analysis of open-source package vulnerability remediation. By meticulously examining control flow graphs and implementing node centrality metrics-specifically, degree, norm, and closeness centrality-our methodology identifies and evaluates changes resulting from vulnerability fixes in nodes, thereby predicting the ramifications of dependency upgrades on application workflows. Empirical testing on diverse datasets reveals that our model challenges established paradigms in software security, showcasing its efficacy in delivering comprehensive insights into code vulnerabilities and contributing to advancements in cybersecurity practices. This study delineates a strategic framework for the development of sustainable monitoring systems and the effective remediation of vulnerabilities in open-source software."",
isbn=""978-981-96-2417-1""
}"
"LLM-based program analysis for source codes, abstract syntax trees and webassembly instructions",10.1007/s10586-025-05557-w,2025,Cluster Computing,Liangjun Deng; Qi Zhong; ... Hongyuan Cheng,https://link.springer.com/article/10.1007/s10586-025-05557-w,"@Article{Deng2025,
author=""Deng, Liangjun
and Zhong, Qi
and Qiu, Yao
and Chen, Jingxue
and Lei, Hang
and Yang, Shunkun
and Zhou, Liming
and Cheng, Hongyuan"",
title=""LLM-based program analysis for source codes, abstract syntax trees and webassembly instructions"",
journal=""Cluster Computing"",
year=""2025"",
month=""Sep"",
day=""29"",
volume=""28"",
number=""14"",
pages=""892"",
abstract=""The advancement of Web3.0 technology has brought about a urgent need for ensuring the safety and reliability of the software systems. Program analysis, a crucial aspect of software security research need a unified solution for various cross-language program. Moreover, the previous studies regard the necessity of capturing structured features from the ASTs, commonly holding a conception that plain text and compiled binary instructions are challenging to represent and identify. This paper proposes three methods for extracting structural information to demonstrate that the underlying principles of source code and instructions align with those of an abstract syntax tree. These methods include (1) embedding program instruction files directly into natural language, (2) embedding formatted source code into natural language, and (3) embedding misformatted, non-compilable source code into natural language. We train large-scale language models (LLMs) to identify defect and non-defect of WebAssembly. Experiment results demonstrate that program instruction analysis surpasses traditional techniques, achieving state-of-the-art accuracy exceeding 98.1{\%}. Our study also suggests a practical approach of plain text embedding using a 7.65 billion LLM. Interestingly, misformatted source codes are readable to humans but un-compilable, and the accuracy remains above 98.63{\%}. This paper not only introduces novel instruction and plain text embedding approach for future program security analysis, but also provides new insights for subsequent research about the three program analysis forms of plain text, ASTs, and instructions."",
issn=""1573-7543"",
doi=""10.1007/s10586-025-05557-w"",
url=""https://doi.org/10.1007/s10586-025-05557-w""
}"
A Survey of Control Flow Graph Recovery for Binary Code,10.1007/978-981-99-8761-0_16,2024,Computer Applications,Qianjin Wang; Xiangdong Li; ... Yuchen He,https://link.springer.com/chapter/10.1007/978-981-99-8761-0_16,"@InProceedings{10.1007/978-981-99-8761-0_16,
author=""Wang, Qianjin
and Li, Xiangdong
and Yue, Chong
and He, Yuchen"",
editor=""Zhang, Min
and Xu, Bin
and Hu, Fuyuan
and Lin, Junyu
and Song, Xianhua
and Lu, Zeguang"",
title=""A Survey of Control Flow Graph Recovery for Binary Code"",
booktitle=""Computer Applications"",
year=""2024"",
publisher=""Springer Nature Singapore"",
address=""Singapore"",
pages=""225--244"",
abstract=""With the rapid development of Internet applications, the study of software security has received increasing attention. The recovery of control flow graphs, as one of the fundamental tasks in software security analysis, is essential to understand the structure and flow of program execution. The accuracy of control flow recovery is crucial to security techniques such as vulnerability mining and code similarity comparison, which are based on control flow graphs. In the field of reverse analysis, the recovery of the control flow graph for binary code has become a hot research topic. In this paper, we review the methods of control flow graph construction of binary code, including static analysis, dynamic analysis, and hybrid analysis, and compare their advantages and disadvantages. After that, we discuss the difficult problems in control flow graph construction and summarize the research progress of the indirect jump problem in recent years. Finally, the focus and outlook of future research in this area are summarized and discussed."",
isbn=""978-981-99-8761-0""
}"
A Survey of Software Dynamic Analysis Methods,10.1134/S0361768824010079,2024,Programming and Computer Software,V. V. Kuliamin,https://link.springer.com/article/10.1134/S0361768824010079,"@Article{Kuliamin2024,
author=""Kuliamin, V. V."",
title=""A Survey of Software Dynamic Analysis Methods"",
journal=""Programming and Computer Software"",
year=""2024"",
month=""Feb"",
day=""01"",
volume=""50"",
number=""1"",
pages=""90--114"",
abstract=""A review of software dynamic analysis methods is presented, mainly focusing on the methods supported by tools targeted on software security verification and applicable to system software. Fuzzing, runtime verification and dynamic symbolic execution techniques are considered in detail. Dynamic taint data analysis methods and tools are excluded since gathering technical details on them is complicated. The review of fuzzing and dynamic symbolic execution is focused mostly on the techniques to solve various problems that arise during operation of the tools rather than the particular tools that amount to a number greater than 100. In addition, the fuzzing counteraction techniques are considered."",
issn=""1608-3261"",
doi=""10.1134/S0361768824010079"",
url=""https://doi.org/10.1134/S0361768824010079""
}"
A Study on Benefits of Continuous Integration and Continuous Delivery in Software Engineering,10.1007/978-3-031-51163-9_7,2024,Accelerating Discoveries in Data Science and Artificial Intelligence II,K. Sunil Manohar Reddy; P. Vijaya Pal Reddy; P. Uma Maheshwari,https://link.springer.com/chapter/10.1007/978-3-031-51163-9_7,"@InProceedings{10.1007/978-3-031-51163-9_7,
author=""Sunil Manohar Reddy, K.
and Vijaya Pal Reddy, P.
and Uma Maheshwari, P."",
editor=""Lin, Frank M.
and Patel, Ashokkumar
and Kesswani, Nishtha
and Sambana, Bosubabu"",
title=""A Study on Benefits of Continuous Integration and Continuous Delivery in Software Engineering"",
booktitle=""Accelerating Discoveries in Data Science and Artificial Intelligence II"",
year=""2024"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""57--63"",
abstract=""Software application development teams utilize the process of continuous integration (CI) and continuous delivery (CD), commonly known as CI/CD, to deliver code changes more regularly and reliably. Continuous Integration/Continuous Delivery incorporates a culture, operating principles, and a set of practices that assist the software development teams to produce a highly valued and good quality software application. CI/CD is a best practice in agile process models such as SCRUM and also supports devops teams that aim to speed up the software delivery. CI/CD enables software development teams to concentrate on satisfying business goals while assuring code quality and software security by automating the integration and delivery process."",
isbn=""978-3-031-51163-9""
}"
Jeu de mots paronomasia: a StackOverflow-driven bug discovery approach,10.1186/s42400-023-00153-0,2023,Cybersecurity,Yi Yang; Ying Li; ... Jinghua Liu,https://link.springer.com/article/10.1186/s42400-023-00153-0,"@Article{Yang2023,
author=""Yang, Yi
and Li, Ying
and Chen, Kai
and Liu, Jinghua"",
title=""Jeu de mots paronomasia: a StackOverflow-driven bug discovery approach"",
journal=""Cybersecurity"",
year=""2023"",
month=""Apr"",
day=""03"",
volume=""6"",
number=""1"",
pages=""17"",
abstract=""Locating bug code snippets (short for BugCode) has been a complex problem throughout the history of software security, mainly because the constraints that define BugCode are obscure and hard to summarize. Previously, security analysts attempted to define such constraints manually (e.g., limiting buffer size to detect overflow), but were limited to the types of BugCode. Recent researchers address this problem by extracting constraints from program documentation, which shows the potential for API misuse. But for bugs beyond the scope of API misuse, such an approach becomes less effective since the corresponding constraints are not defined in documents, not to mention the programs without documentation In this paper, inspired by the fact that expert programmers often correct the BugCode on open forums such as StackOverflow, we design an approach to automatically extract knowledge from StackOverflow and leverage it to detect BugCode. As we all know, the contexts in StackOverflow come from ordinary developers. Their writing tends to be loosely organized and in various styles, which are more challenging to analyze than program documentation. To address the challenges, we design a custom tokenization approach to segment sentences and employ sentiment analysis to find the Controversial Sentences (CSs) that typically contain the constraints we need for code analysis. Then we use constituency parsing to extract knowledge from CSs, which helps locate BugCode. We evaluated our system on 41,144 comments from the questions tagged with Java and Android. The results show that our approach achieves 95.5{\%} precision in discovering CSs. We have discovered 276 pieces of BugCode proved to be true through manual validation including an assigned CVE. 89.3{\%} of the discovered bugs remained in the current version of answers, which are unknown to users."",
issn=""2523-3246"",
doi=""10.1186/s42400-023-00153-0"",
url=""https://doi.org/10.1186/s42400-023-00153-0""
}"
CrossSimEmb: transformer-based embedding model for cross-compilation binary code similarity detection,10.1007/s11227-025-07895-3,2025,The Journal of Supercomputing,Gaoqing Yu; Wei Huang; ... Aina Sui,https://link.springer.com/article/10.1007/s11227-025-07895-3,"@Article{Yu2025,
author=""Yu, Gaoqing
and Huang, Wei
and Lyu, Jiuyang
and Wang, Dongxia
and Cheng, Yixuan
and Sui, Aina"",
title=""CrossSimEmb: transformer-based embedding model for cross-compilation binary code similarity detection"",
journal=""The Journal of Supercomputing"",
year=""2025"",
month=""Oct"",
day=""03"",
volume=""81"",
number=""15"",
pages=""1405"",
abstract=""Transformer-based pre-trained models have achieved breakthrough progress in binary code similarity detection tasks by modeling disassembled code as textual sequences, enabling researchers to successfully transfer natural language processing methodologies to binary code analysis. However, existing approaches remain limited by their lack of multi-granularity semantic feature extraction capability and multi-task generalization capability. In this paper, we propose CrossSimEmb, a cross-compilation binary code semantic representation and metric model, which constructs a multi-task joint optimization framework encompassing 4 pre-training tasks and 3 fine-tuning tasks. Leveraging high-performance computing resources, our framework is trained over large-scale binary datasets across multiple architectures, enabling effective integration of disassembled text features, instruction-level contextual features, inter-block structural features, and architecture-specific characteristics. In the fine-tuning phase, a Siamese network architecture is implemented to generate function-level code embeddings, while a joint optimization strategy combining binary classification, distance-based metric learning and multi-label classification is introduced for downstream tasks, effectively improving the model's generalization capability and task adaptability in cross-compilation scenarios. Experimental results--conducted on HPC clusters--demonstrate that CrossSimEmb outperforms state-of-the-art solutions in both binary code similarity detection and outlier detection tasks: achieving 80.34{\%} average accuracy and 0.901 AUC for binary code similarity detection, and attaining 0.961 MCC and 0.981 G-Means for outlier detection. These findings highlight both the effectiveness of our approach and the essential role of HPC resources in enabling large-scale training and evaluation."",
issn=""1573-0484"",
doi=""10.1007/s11227-025-07895-3"",
url=""https://doi.org/10.1007/s11227-025-07895-3""
}"
GPT-Based Wasm Instruction Analysis for Program Language Processing,10.1007/978-3-031-80419-9_9,2025,Emerging Information Security and Applications,Liangjun Deng; Qi Zhong; ... Jingxue Chen,https://link.springer.com/chapter/10.1007/978-3-031-80419-9_9,"@InProceedings{10.1007/978-3-031-80419-9_9,
author=""Deng, Liangjun
and Zhong, Qi
and Lei, Hang
and Qiu, Yao
and Chen, Jingxue"",
editor=""Li, Wenjuan
and Chen, Liqun
and Lopez, Javier"",
title=""GPT-Based Wasm Instruction Analysis for Program Language Processing"",
booktitle=""Emerging Information Security and Applications"",
year=""2025"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""118--136"",
abstract=""Capturing the logical structure of programming languages poses a significant challenge for program analysis. Given the complex syntax rules, subjective code vulnerabilities, irrelevant statements, code annotations, and intricate structural information, related studies have explored various semantic comprehension and intermediate representation approaches to extract precise information for program analysis. However, most research in the generic domain ignores defective and non-defective program code, putting them in the same category. In this paper, we introduce a new program analysis method that combines WebAssembly (Wasm) instructions with a 20-billion-parameter transformer model and natural language processing. This approach aims to advance the capabilities of program analysis tools in computer science by jointly embedding Wasm instructions and natural language for more effective program analysis. Our experiments demonstrate that this fused embedding approach achieves state-of-the-art performance, and the accuracy reaches approximately 98 percent, better than traditional small-scale weight models based on intricate conversion tasks such as abstract syntax trees(AST). Moreover, it is more valuable to classify potential vulnerable and non-vulnerable programs in the formal verification special field. Our exploration enhances traditional program classification methods in software security and introduces the application of GPT to offer a more straightforward, convenient, and high-performance approach."",
isbn=""978-3-031-80419-9""
}"
